SubjectID	Day_Period	Aerococcus	Anaerococcus	Ureaplasma	Parvimonas	L. iners	Finegoldia	Staphylococcus	Porphyromonas	Atopobium	Gardnerella	L. crispatus	Peptostreptococcus	Sneathia	Streptococcus	Prevotella	Peptoniphilus	Incertae_Sedis_XI.1	L. gasseri	Corynebacterium	Dialister	L.otu5	L.otu3	Ruminococcaceae.3
1.5	1	0.004740501	0.001430926	0	0.006406269	0.128881982	0.001683728	1.81E-05	0.000417258	0.668143675	0.01130348	0.004415085	0.000229898	0.013352265	7.47E-05	0.038348261	0.002823614	0.00043196	4.25E-05	0.003718872	0.000851205	0.011718019	0.000129606	0.030108588
1.5	6	0.005787594	0.001565742	0	0.006917552	0.036677834	0.001944117	1.95E-05	0.000477608	0.731864586	0.0131379	0.005178064	0.000215458	0.016219837	8.38E-05	0.044478875	0.002984323	0.000507271	5.34E-05	0.004127141	0.001007565	0.013372522	0.00013324	0.036091574
1.5	11	0.007172392	0.001736336	0	0.00756294	0	0.002279184	2.21E-05	0.000554717	0.734602978	0.015582656	0.006219864	0.000194521	0.018198612	9.57E-05	0.052411003	0.003181433	0.000605123	6.78E-05	0.004651275	0.001215919	0.015491807	0.000137015	0.04325486
1.5	16	0.008412013	0.001819516	0	0.007804401	0	0.002530099	2.44E-05	0.000609679	0.715184884	0.017581353	0.007128117	0.000152043	0.017193028	0.000103719	0.058509327	0.003186065	0.00068378	8.10E-05	0.004964403	0.001394252	0.016990829	0.000130843	0.048216284
1.5	21	0.009358011	0.001805688	0	0.007616547	0	0.002666016	2.64E-05	0.000635668	0.712796686	0.018906662	0.007803712	9.35E-05	0.013410359	0.00010698	0.062031012	0.002999522	0.000733664	9.15E-05	0.005030299	0.001521902	0.01768549	0.000115515	0.049972571
1.5	26	0.009754145	0.001676128	0	0.006941238	0.032864488	0.002634488	2.74E-05	0.000621156	0.69734464	0.019136285	0.00805376	2.69E-05	0.008129064	0.000103747	0.061701581	0.002616592	0.000738418	9.64E-05	0.004780642	0.001561497	0.017260359	9.21E-05	0.047397757
1.5	31	0.009495282	0.001450238	0	0.0058845	0.121924908	0.002433754	2.73E-05	0.000567092	0.642793444	0.018164004	0.007802567	0	0.003196411	9.43E-05	0.057399689	0.002101454	0.000694941	9.47E-05	0.004247919	0.001500474	0.015745307	6.47E-05	0.040781565
1.5	36	0.009327278	0.001263316	0.000105054	0.005010097	0.211259246	0.002271188	2.79E-05	0.000522681	0.58213094	0.017463304	0.007660273	0	5.06E-05	8.68E-05	0.053961216	0.001670981	0.00066079	9.36E-05	0.003813341	0.001458504	0.014506712	4.14E-05	0.034080225
1.5	41	0.009451372	0.001132144	0.000270184	0.004374764	0.299650362	0.002188829	2.97E-05	0.000497207	0.510199991	0.017378086	0.007784586	0	0	8.27E-05	0.052406439	0.001334945	0.000648957	9.53E-05	0.003535524	0.001465547	0.013800307	2.16E-05	0.027816273
1.5	46	0.01011137	0.001067705	0.000455577	0.004004176	0.396692149	0.002229708	3.36E-05	0.00049963	0.417538292	0.018313084	0.008375108	0	0	8.35E-05	0.053814568	0.001083255	0.000673728	0.000102221	0.003465041	0.001557609	0.013874082	3.44E-06	0.021941762
2.1	14	0	3.37E-05	0.00042773	0.032453825	0.681150826	0.001511846	0.000928685	0.000117975	0.03141321	0	0.000316116	0	0	2.99E-05	0.128127658	0.013573935	0.000574995	0	0.000320564	0.001629029	0.005818609	0.001132598	0
2.1	19	0	1.50E-05	0.000197167	0.015716073	0	0.000710372	0.000414345	5.59E-05	0.36247532	0.512082747	0.00016846	0	0	1.51E-05	0.049340891	0.006333331	0.000288604	0	0.000139673	0.000751447	0.00300535	0.000539644	0
2.1	24	0.000936971	1.19E-05	0.000160949	0.013534914	0	0.000594823	0.000325562	4.72E-05	0.431316939	0.46791498	0.000158854	0	0	1.38E-05	0.035155009	0.005249027	0.00025764	0	0.000106771	0.000615892	0.002761873	0.000457419	0
